epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,980.908,0.00493,2.37724,1.05776,0.59882,0.65451,0.71861,0.62464,0.00396,3.57891,0.94122,0.000108116,0.000108116,0.000108116
22,1027.36,0.00493,2.14361,1.05464,0.54313,0.77778,0.71861,0.63569,0.00414,3.31023,0.96526,0.000104572,0.000104572,0.000104572
23,1074.04,0.00494,2.00208,1.05772,0.68185,0.77366,0.82917,0.71308,0.0042,3.22289,0.96823,0.000101028,0.000101028,0.000101028
24,1120.91,0.00473,1.98485,0.99438,0.77855,0.53947,0.82917,0.71308,0.00414,3.20886,0.96525,9.74834e-05,9.74834e-05,9.74834e-05
25,1167.93,0.00482,2.13021,1.03879,0.82001,0.5,0.85667,0.74889,0.00402,3.23923,0.95864,9.39392e-05,9.39392e-05,9.39392e-05
26,1214.57,0.00468,1.83969,0.95968,0.79131,0.5,0.85111,0.75494,0.0039,3.17404,0.96108,9.0395e-05,9.0395e-05,9.0395e-05
27,1261.42,0.00464,1.85012,1.04604,0.77201,0.61111,0.86593,0.75722,0.00386,3.11023,0.9622,8.68508e-05,8.68508e-05,8.68508e-05
28,1308.14,0.00478,1.70254,0.99456,0.70154,0.74869,0.88444,0.78494,0.00387,2.97371,0.97168,8.33066e-05,8.33066e-05,8.33066e-05
29,1354.99,0.00457,1.73923,1.02359,0.69936,0.72474,0.88444,0.78494,0.00393,2.95544,0.98528,7.97624e-05,7.97624e-05,7.97624e-05
30,1401.6,0.00458,1.64833,0.99935,0.77422,0.66667,0.88444,0.78494,0.0039,2.98153,0.98678,7.62182e-05,7.62182e-05,7.62182e-05
31,1448.29,0.00481,1.5871,1.02653,0.69397,0.66667,0.88444,0.78494,0.00386,3.02571,0.98306,7.2674e-05,7.2674e-05,7.2674e-05
32,1495.13,0.00458,1.59473,1.00533,0.79926,0.55556,0.88444,0.78494,0.00388,3.03068,0.97712,6.91298e-05,6.91298e-05,6.91298e-05
33,1541.81,0.00451,1.51817,0.97577,0.81116,0.55556,0.88444,0.78494,0.00394,3.00546,0.97554,6.55856e-05,6.55856e-05,6.55856e-05
34,1588.66,0.0046,1.43933,0.99104,0.73752,0.63799,0.82917,0.72414,0.00412,2.90861,0.98289,6.20414e-05,6.20414e-05,6.20414e-05
35,1635.54,0.00466,1.4244,0.97822,0.79006,0.62989,0.88444,0.76283,0.00421,2.85843,0.99057,5.84972e-05,5.84972e-05,5.84972e-05
36,1682.24,0.00421,1.40178,0.97319,0.79853,0.61111,0.86593,0.74617,0.00433,2.83337,0.99805,5.4953e-05,5.4953e-05,5.4953e-05
37,1728.57,0.00472,1.47527,0.96937,0.80036,0.61111,0.86593,0.74617,0.00428,2.81129,0.9951,5.14088e-05,5.14088e-05,5.14088e-05
38,1775.49,0.00445,1.38906,0.98406,0.74898,0.72222,0.84741,0.74056,0.00426,2.80357,0.98937,4.78646e-05,4.78646e-05,4.78646e-05
39,1822.08,0.00467,1.27159,0.99734,0.80258,0.72222,0.85111,0.74389,0.00424,2.78651,0.98815,4.43204e-05,4.43204e-05,4.43204e-05
40,1867.03,0.00456,1.36466,0.98979,0.67492,0.72222,0.74056,0.65544,0.00419,2.72141,0.98258,4.07762e-05,4.07762e-05,4.07762e-05
41,1912.14,0.00348,1.5067,0.92331,0.66146,0.72222,0.74056,0.6665,0.00413,2.68416,0.97086,3.7232e-05,3.7232e-05,3.7232e-05
42,1956.98,0.00407,1.56816,0.95139,0.64538,0.72222,0.74056,0.6665,0.00404,2.67193,0.96589,3.36878e-05,3.36878e-05,3.36878e-05
43,2001.66,0.00357,1.4275,0.95674,0.61553,0.72222,0.74056,0.6665,0.00402,2.64609,0.9636,3.01436e-05,3.01436e-05,3.01436e-05
44,2046.66,0.00326,1.4701,0.94094,0.71359,0.72222,0.85667,0.75994,0.00396,2.57304,0.9588,2.65994e-05,2.65994e-05,2.65994e-05
45,2091.46,0.0035,1.41382,0.93634,0.73293,0.72222,0.85667,0.75994,0.00394,2.53414,0.95841,2.30552e-05,2.30552e-05,2.30552e-05
46,2136.65,0.00325,1.3031,0.88542,0.78523,0.72222,0.85667,0.73783,0.00392,2.44949,0.95906,1.9511e-05,1.9511e-05,1.9511e-05
47,2181.41,0.00344,1.27398,0.95862,0.80391,0.72222,0.85667,0.74889,0.0039,2.43015,0.95827,1.59668e-05,1.59668e-05,1.59668e-05
48,2226.66,0.00353,1.25332,0.92842,0.85026,0.72222,0.85667,0.75994,0.00384,2.39642,0.95627,1.24226e-05,1.24226e-05,1.24226e-05
49,2271.83,0.00378,1.32196,0.95171,0.86525,0.72222,0.85667,0.75994,0.00383,2.38238,0.95685,8.8784e-06,8.8784e-06,8.8784e-06
50,2316.74,0.00322,1.24094,0.90785,0.88923,0.72222,0.86593,0.76828,0.00378,2.35912,0.95375,5.3342e-06,5.3342e-06,5.3342e-06
